Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
139,371,299,82,55,109,172,318
151,427,330,96,52,104,173,309
162,428,317,98,53,93,176,305
146,363,279,91,50,98,182,331
149,386,280,91,51,112,176,350
144,392,296,85,47,109,166,342
135,381,267,76,54,112,160,335
134,379,249,72,53,112,152,333
157,402,262,79,56,110,143,282
165,399,265,79,53,92,118,240
174,401,259,79,56,94,117,244
173,371,245,89,51,98,111,237
165,410,258,84,52,105,102,217
166,392,260,83,48,99,122,246
166,429,278,91,50,105,145,288
168,417,284,96,47,101,150,290
174,403,310,81,48,84,175,337
178,359,325,88,49,90,179,343
164,388,324,85,49,93,161,325
190,317,302,88,53,85,138,300
181,292,283,80,54,82,138,317
172,303,257,84,55,110,146,297
171,373,318,95,63,105,141,283
188,406,336,117,70,108,156,292
147,425,326,107,65,114,163,287
165,446,356,118,69,130,200,378
174,476,381,118,75,132,191,371
192,442,333,111,67,136,204,394
178,389,313,94,60,134,198,382
167,367,316,92,61,132,197,388
147,366,283,91,58,115,169,289
140,344,238,92,46,98,155,277
111,338,246,93,49,93,147,279
110,392,251,90,53,94,150,290
126,386,244,94,50,92,168,287
143,373,248,85,49,96,162,283
142,440,289,81,48,92,161,285
145,430,267,72,42,97,151,253
135,386,269,86,44,93,140,228
132,412,310,90,50,93,117,228
131,415,308,92,49,102,107,227
128,322,265,88,47,99,111,209
128,348,275,93,49,84,109,218
136,366,261,83,46,83,113,227
129,369,258,85,43,83,114,216
154,354,249,82,46,101,131,233
